,OrderID,CustomerID,ProductID,ProductName,Category,Price,Quantity,OrderDate,DeliveryDate,PaymentMethod
877,21b4d7b3-3dcf-4ccf-8ecb-a7fe57242829,605d68a3-3d27-4724-a64c-a4ee131dbaed,CLOT-00001,Jacket,Clothes,100.0,4.0,4/20/2020,4/29/2020,Cash
878,1ffdebd8-ca70-473c-8ce0-8e3afa07e8a8,f7baf148-d619-4e25-b625-003ed19691ba,APPL-00001,Chair,Appliances,50.0,3.0,3/2/2022,3/5/2022,Credit Card
879,0e0a2d4e-6872-49c0-9fab-90daa48158f7,ecfce0dc-5350-4e56-82f1-7b67009e9997,INST-00002,Drum,Instruments,1000.0,1.0,12/26/2022,1/1/2023,PayPal
880,e3d07939-318d-4af1-b763-ab3ba11c9a23,3e8e3a4f-2d2c-42f6-90c8-5bf2661e6a85,CLOT-00003,Shirt,Clothes,30.0,9.0,7/31/2021,8/8/2021,Cash
882,99c1253c-6a09-4da3-aae3-73cfc3924ed1,fa83803f-e371-4334-b8bc-69f849f35db8,ELEC-00002,Laptop A,Electronics,1000.0,1.0,2/20/2023,2/25/2023,Unknown
883,3a20886f-0bcf-4dd7-911f-0937fe25d262,0cb5d859-cc91-4844-86f0-666aa1ae98f9,APPL-00011,Microwave,Appliances,200.0,2.0,4/6/2020,4/6/2020,Credit Card
885,f2b4f091-2ccb-4234-a791-e1e213182275,11691a8e-ee7d-47b3-9a69-9ccfd5a332bd,ELEC-00001,Phone X,Electronics,800.0,7.0,4/24/2022,4/25/2022,PayPal
886,89a6d123-a260-460e-a70a-852d9f306750,6ccc37b5-878d-429f-8104-f368a54908e8,APPL-00007,Bench,Appliances,150.0,7.0,4/11/2021,4/11/2021,Credit Card
887,a283a933-5ffd-40d3-bc50-4942b88eb137,6d98f555-356f-49d3-a3c3-c67907589e43,APPL-00001,Chair,Appliances,50.0,9.0,9/18/2021,9/27/2021,Credit Card
888,07d8e0d2-637a-491f-b750-e8cbea25e1a7,4581a62f-45ca-47ee-9377-30f2196e1003,INST-00003,Bass,Instruments,600.0,7.0,1/30/2020,2/4/2020,Cash
890,d4dbb6cb-0a55-49a7-9b2e-c0078d61c3ff,45e58d54-e31e-4185-8ce3-8f00f46595e4,CLOT-00005,Pants,Clothes,60.0,2.0,10/27/2022,10/28/2022,Credit Card
891,605d9adc-8ce4-4901-af55-9bd1b421b231,9bb64bf4-ccbf-47b0-8be1-eb7e06d080f8,ELEC-00003,Laptop B,Electronics,2000.0,3.0,5/19/2023,5/24/2023,Cash
892,dd566793-fdbe-4d6b-8ffc-262da461e5b9,eb5931cb-3c59-481b-aa85-5d2e14f41533,APPL-00011,Microwave,Appliances,200.0,5.0,6/19/2022,6/27/2022,Cash
893,c4979381-233d-42dc-b209-f9ad594c2c40,235f5d04-5594-49dc-920e-b2a219029960,ELEC-00002,Laptop A,Electronics,1000.0,7.0,5/9/2022,5/11/2022,PayPal
894,f38d0d1f-d9a5-4a30-a217-39e1b81e1508,a5dfbb92-626e-4651-abb9-35df28f60f0a,APPL-00007,Bench,Appliances,150.0,3.0,9/28/2021,10/5/2021,Unknown
897,9904f251-d11e-446a-80ec-3404aa9d1840,c605b217-1db7-4eb4-94bf-dedb12494010,ELEC-00005,Tablet B,Electronics,800.0,2.0,7/17/2022,7/21/2022,Credit Card
898,a8c1e1dc-859f-416e-a7da-cb0de9e01b73,03b4bcc7-ef69-4846-84cd-89dc43c1174b,APPL-00002,Table,Appliances,200.0,7.0,6/24/2020,7/2/2020,Unknown
899,66327f7c-77b2-4d24-bbe4-bb4f23f146d7,65d9fcfb-6a27-41b8-82f9-42ab4985e4a5,APPL-00001,Chair,Appliances,50.0,10.0,4/26/2023,4/26/2023,Credit Card
900,5bb85fdb-9984-4293-bc03-5efac87c0d1f,532dfc5b-bd7c-439e-ad74-1dc7a54686c1,INST-00004,Flute,Instruments,100.0,1.0,5/23/2020,5/29/2020,PayPal
902,f9f81d50-0724-46ee-8e67-800f4d8d086a,0d54529e-8e47-4828-9579-e0b74e177b81,APPL-00002,Table,Appliances,200.0,10.0,3/5/2020,3/6/2020,Credit Card
903,db2e847a-0b06-4157-9e2f-39565b99deec,45e58d54-e31e-4185-8ce3-8f00f46595e4,APPL-00004,Shelves,Appliances,100.0,3.0,8/8/2021,8/8/2021,Unknown
904,71a5cfe1-5f00-44b4-9ef4-7e863cfac87e,61ca42f7-c430-4a53-8f63-a00d720b57bd,APPL-00008,TV,Appliances,1000.0,2.0,2/20/2020,2/26/2020,PayPal
905,5e57f575-ad1c-46c5-a544-9de4f0ca66b9,6895d8a2-f8e3-45db-9a5d-594068722090,APPL-00006,Stool,Appliances,30.0,2.0,4/18/2020,4/18/2020,PayPal
907,831a6dbc-e157-4fe9-bde2-866d904d0ab3,b3dab6bc-24cb-4218-9449-bfaec26858e7,ELEC-00004,Tablet A,Electronics,400.0,9.0,2/13/2022,2/16/2022,Cash
909,58a1a36d-03bd-4f83-adc8-48341935da01,6895d8a2-f8e3-45db-9a5d-594068722090,ELEC-00001,Phone X,Electronics,800.0,9.0,10/20/2021,10/29/2021,Credit Card
910,d0fb4a16-8813-4592-a6c4-a5d9b0da2ac6,7a3439a6-bac3-4ec1-bbbd-0cd350910d3b,APPL-00004,Shelves,Appliances,100.0,6.0,8/24/2021,8/25/2021,PayPal
911,47e679eb-eab0-4737-ab68-38c21e491c9a,6895d8a2-f8e3-45db-9a5d-594068722090,INST-00001,Guitar,Instruments,500.0,1.0,10/2/2021,10/6/2021,Cash
912,a8ba0d0f-5ce2-4d1a-a948-68163058ec42,3d12d66d-f4e9-4ed5-b87a-84e75a969ee8,ELEC-00003,Laptop B,Electronics,2000.0,2.0,6/21/2023,6/24/2023,Credit Card
914,80b72821-2c78-40b6-8a7a-8ff68748e10d,be452038-2146-4ef0-b222-01faea934f42,INST-00003,Bass,Instruments,600.0,4.0,6/28/2021,7/5/2021,Cash
915,97f7cb96-cd7e-4bd8-a6a9-f5d37f06fde0,985e988b-4f63-468e-9d20-a9339d67d105,APPL-00011,Microwave,Appliances,200.0,1.0,9/11/2023,9/18/2023,Credit Card
916,7cfb9b56-ccb3-4574-a1bf-66d190264e5c,dd61bc04-4392-485c-897c-5853761de842,CLOT-00005,Pants,Clothes,60.0,7.0,9/6/2020,9/14/2020,Credit Card
918,176eff7b-5bb2-451a-a190-3047918a5393,534bbe42-21f9-4770-bb2c-983377618e8e,INST-00002,Drum,Instruments,1000.0,6.0,2/14/2022,2/22/2022,Credit Card
920,88d8dd90-8e40-4adc-8df2-34e4b4460cf4,81ce3406-03b0-48be-873e-266b35fc4559,APPL-00007,Bench,Appliances,150.0,5.0,3/23/2023,3/29/2023,PayPal
921,08b7e4de-8ff2-418d-8106-72a97d0e45ec,8600f4ef-a17c-49fd-8fd9-5e36c3dbbf11,APPL-00004,Shelves,Appliances,100.0,3.0,8/30/2020,9/8/2020,PayPal
923,7fb1852c-c3fc-4a5b-abcd-d02abc6b15ec,1d44c463-74e2-4241-8899-cef89521bd94,APPL-00007,Bench,Appliances,150.0,2.0,10/7/2020,10/10/2020,Credit Card
925,331d4a55-2b0c-411f-911c-acc8a6284ef1,7ff2e6e9-f548-4f87-b675-7b83b56f2272,CLOT-00005,Pants,Clothes,60.0,6.0,6/30/2020,7/5/2020,Credit Card
926,2a66e597-ff4e-464b-92a3-d6db23bfac4a,605d68a3-3d27-4724-a64c-a4ee131dbaed,APPL-00003,Wardrobe,Appliances,500.0,5.0,5/3/2022,5/12/2022,Cash
928,c043a119-88d3-4521-ae84-7e51afcb36ef,c7916ec0-2413-4a80-9b61-e768e5848cb0,INST-00002,Drum,Instruments,1000.0,2.0,6/14/2020,6/18/2020,Cash
930,4752ff81-d1f6-4f87-9019-26970cf6d2a0,ea57cddd-c88f-40e5-9bc9-427e4d016de2,ELEC-00003,Laptop B,Electronics,2000.0,6.0,2/12/2021,2/21/2021,Cash
931,aefbf4cc-f89b-483d-8e1b-26c5d614c0b3,dea345a7-fef1-4b09-8da8-f500bb59399e,INST-00002,Drum,Instruments,1000.0,5.0,11/7/2021,11/16/2021,PayPal
935,40c74794-73a8-44ba-a8c1-866d6aa366c6,605d68a3-3d27-4724-a64c-a4ee131dbaed,APPL-00006,Stool,Appliances,30.0,7.0,12/16/2022,12/20/2022,Credit Card
936,fb92d6cc-d021-4802-a640-5366dd2e0837,d5d63f9a-7ece-412d-b095-39d14f27bd0d,ELEC-00004,Tablet A,Electronics,400.0,2.0,1/5/2021,1/13/2021,PayPal
938,e5b1ff9f-c80a-4667-853e-8af22fd657bc,41e54547-94d6-4b96-87ee-093f032cd36e,APPL-00010,AC,Appliances,800.0,7.0,11/1/2023,11/6/2023,PayPal
939,dcef3610-adfd-4be5-b985-222fd0bd95df,837bddab-0618-4f99-b59f-46dd0a261e92,CLOT-00005,Pants,Clothes,60.0,2.0,4/1/2022,4/5/2022,PayPal
940,cb6daf92-116e-4388-9307-7e09bd196ee0,605d68a3-3d27-4724-a64c-a4ee131dbaed,ELEC-00002,Laptop A,Electronics,1000.0,5.0,6/19/2021,6/26/2021,Cash
941,410d6d43-c620-46b5-8295-9f8f0710acb9,b4abbbc4-a2e7-4dba-ad9b-053281191f15,APPL-00010,AC,Appliances,800.0,4.0,6/21/2022,6/24/2022,Cash
943,92db1db1-3ea5-4017-8540-c9ffa461aa16,e3167012-e06e-4d99-b19d-7e7e8a091958,INST-00003,Bass,Instruments,600.0,9.0,11/17/2023,11/22/2023,Unknown
944,4bce0d83-5bb2-44c3-b10c-9d3b81efa325,1ce911f9-edc8-4a11-b6e8-0fcbe69daa12,ELEC-00003,Laptop B,Electronics,2000.0,8.0,6/1/2023,6/6/2023,PayPal
945,8a43c473-f5c0-4842-a09d-300dc1f4b226,d445e372-8b9f-4903-bbe3-6972a1b47aee,APPL-00002,Table,Appliances,200.0,7.0,9/23/2021,9/29/2021,PayPal
947,b61d7f77-fb78-480c-a3e6-5b46fdc1fef0,229afbc3-71f9-4d75-811f-941d1054b13c,APPL-00009,Fridge,Appliances,1000.0,10.0,7/3/2021,7/11/2021,Cash
952,252792de-d23a-4c3c-8181-6e667658c115,6bb30908-384d-472e-a90f-5b898175948a,APPL-00009,Fridge,Appliances,1000.0,2.0,11/6/2022,11/6/2022,PayPal
953,22f2bea9-816d-4fdd-a809-276e6ba960bc,bad7f23b-a785-4ca7-9699-24953d9909a2,CLOT-00002,Skirt,Clothes,50.0,7.0,4/10/2022,4/17/2022,Credit Card
954,3af50660-4b1e-4d47-bf74-ffe2d0cc35b6,be9b53d3-8a37-4fe3-add7-088fcd12ce46,APPL-00007,Bench,Appliances,150.0,6.0,5/16/2022,5/20/2022,Cash
955,bc5d7763-035a-4608-8951-6c72d1ae80d5,ff1c3299-6442-4cfb-986c-a9b7817ce547,CLOT-00003,Shirt,Clothes,30.0,9.0,5/31/2021,6/6/2021,Cash
956,2b2c04a3-c252-471a-862e-77e8396e501e,0bdac504-706b-4b85-ad15-4e718c42f7eb,INST-00002,Drum,Instruments,1000.0,6.0,5/30/2021,5/30/2021,Credit Card
958,e1e56a70-652b-497f-94eb-5144c569b4d8,1286269a-5f00-4660-a7f3-f7a0970d6344,APPL-00003,Wardrobe,Appliances,500.0,10.0,3/2/2020,3/10/2020,Credit Card
961,30db0f7a-9c4d-4330-8833-4395aea404ff,6c851627-f09a-49cd-9476-37de33476199,APPL-00005,Rack,Appliances,50.0,5.0,4/17/2023,4/18/2023,Credit Card
962,d9a1e6f0-2cf7-4e95-9b72-31746c22a322,9de439e3-b680-48e4-93dd-e731532a14ad,APPL-00012,Freezer,Appliances,800.0,3.0,2/13/2021,2/22/2021,Cash
964,82cccc37-7ef7-4911-8fef-b3fdba933bf1,fcdf21f8-f158-4bbc-b98b-7e338c179222,APPL-00010,AC,Appliances,800.0,4.0,9/29/2021,10/5/2021,Cash
965,013280dd-d359-4b6a-ad31-37cc6056cb96,979191a1-835f-46c5-a0b7-932a6eaeef82,APPL-00005,Rack,Appliances,50.0,7.0,5/23/2022,5/26/2022,Cash
967,9341b52f-10ea-4914-a333-2f598955444d,6845d336-dc64-46c0-94ae-f3fa8d5319db,ELEC-00001,Phone X,Electronics,800.0,8.0,4/25/2023,4/25/2023,PayPal
968,dbb5dcef-5010-4783-8dcc-aed862ea1247,9609c0fa-8304-4e1d-b080-b6af034cb4c2,ELEC-00003,Laptop B,Electronics,2000.0,1.0,1/18/2021,1/18/2021,PayPal
971,b87e3613-a29c-4ca3-a2a3-b554fa662202,459114b3-7af8-46e5-a90f-b5ce3017b1ee,ELEC-00004,Tablet A,Electronics,400.0,5.0,10/8/2023,10/14/2023,PayPal
972,c85de5e3-c440-4b01-afa6-ca24254c8d4d,7f070be5-17fd-41bd-aed6-3995afaf3fab,CLOT-00005,Pants,Clothes,60.0,2.0,3/10/2021,3/10/2021,PayPal
975,d3ecba5c-289d-48b4-9a8f-6c61bbe55255,5afe9c7a-ce9a-4ca6-bfcb-3884c9d9f33b,APPL-00010,AC,Appliances,800.0,1.0,6/18/2023,6/27/2023,Credit Card
976,9aeba8df-0cd1-404f-bc01-a88370ab4740,ce0bd587-8c24-4b96-9cd4-a0a8c52d63a5,CLOT-00001,Jacket,Clothes,100.0,2.0,10/29/2023,11/4/2023,Unknown
979,e1f8f062-06f3-4fd5-ae8b-a07646e5c87f,5cb6e145-e229-4c25-b0c2-ac10c48dfef1,CLOT-00003,Shirt,Clothes,30.0,8.0,6/29/2021,7/1/2021,Credit Card
980,ca6e1ce0-11d2-4835-bf5a-72e648c2d60c,085f7233-6829-4442-9c9d-3b0392b65444,INST-00003,Bass,Instruments,600.0,1.0,3/21/2022,3/30/2022,Unknown
981,a4fb743b-9246-475f-9e97-f7fa88be3183,3c6cd14a-de72-4322-85a2-64d342431318,INST-00004,Flute,Instruments,100.0,1.0,2/23/2021,2/23/2021,PayPal
983,6f49632f-5e25-4ad0-8db9-d12a6a0aa3b9,f142d1e1-7453-4f19-b68b-e12c112a7a44,APPL-00011,Microwave,Appliances,200.0,9.0,2/20/2022,2/23/2022,PayPal
988,214a6943-2fb5-443f-8035-ba68190ade82,2e66a645-8b40-4c73-9c72-6af92cff0be8,APPL-00005,Rack,Appliances,50.0,6.0,4/25/2020,4/28/2020,PayPal
990,2075b6d0-c65c-4cb0-b1c0-2e58ad3da09b,4148bd4f-4dcb-489a-8bf7-ce21362c4c07,CLOT-00001,Jacket,Clothes,100.0,1.0,8/17/2021,8/21/2021,PayPal
992,bca30d09-5661-4411-929c-2a401ff711f9,f68fb938-9dc8-4d37-8928-151a8b9705ba,ELEC-00003,Laptop B,Electronics,2000.0,6.0,6/24/2022,6/29/2022,Credit Card
994,eb43b5cd-2dbb-4212-aa2e-0e5dd1c66ce2,16ee2a3b-6d85-43fe-877c-ac5e274024fb,CLOT-00001,Jacket,Clothes,100.0,2.0,5/14/2023,5/17/2023,PayPal
995,443b2f3b-9274-4741-98cf-4d5894ad9baf,c8e01a21-6e94-48bc-bd32-49f9658f91ea,ELEC-00003,Laptop B,Electronics,2000.0,6.0,1/7/2022,1/12/2022,PayPal
996,8f4d4261-8811-4e2c-b518-725f5c38df87,80cb7c8a-1cec-4e2a-b2f1-7264b1aa8978,CLOT-00003,Shirt,Clothes,30.0,3.0,3/20/2022,3/27/2022,PayPal
